TipoPlanta,Estacion,Milímetros Acum desde siembra,RotaAux,HojaRota,ColorHoja,FormaLesion,Enferma,Enferma bool
MAIZ,Primavera,50,P0,Si,Rojiza,Ovalado,NoEnferma,0
MAIZ,Invierno,34,I1,Si,Rojiza,Ovalado,Enferma,1
MAIZ,Otonio,91,O0,Si,Verde,Longitudinal,NoEnferma,0
ARROZ,Verano,108,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,90,V0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Otonio,76,O0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Verano,90,V1,Si,Verde,Circular,Enferma,1
ARROZ,Verano,99,V0,Si,Amarronada,Circular,NoEnferma,0
ARROZ,Otonio,114,O1,Si,Verde,NoLesion,Enferma,1
MAIZ,Primavera,95,P1,Si,Amarronada,Longitudinal,Enferma,1
MAIZ,Primavera,94,P0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Otonio,53,O1,Si,Amarronada,Longitudinal,Enferma,1
ARROZ,Verano,91,V1,Si,Amarilla,Longitudinal,Enferma,1
ARROZ,Invierno,39,I0,Si,Amarronada,Circular,NoEnferma,0
MAIZ,Invierno,30,I1,No,Amarronada,Circular,Enferma,1
ARROZ,Invierno,39,I0,No,Rojiza,NoLesion,NoEnferma,0
ARROZ,Otonio,60,O1,Si,Amarilla,NoLesion,Enferma,1
MAIZ,Primavera,91,P1,Si,Amarilla,Longitudinal,Enferma,1
MAIZ,Invierno,40,I1,No,Verde,Longitudinal,Enferma,1
MAIZ,Invierno,36,I1,Si,Rojiza,Ovalado,Enferma,1
MAIZ,Primavera,77,P1,Si,Rojiza,Longitudinal,Enferma,1
MAIZ,Otonio,102,O0,No,Rojiza,NoLesion,NoEnferma,0
MAIZ,Primavera,72,P0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Primavera,46,P0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Otonio,51,O0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,30,I0,No,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,90,V1,Si,Rojiza,NoLesion,Enferma,1
ARROZ,Primavera,73,P0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,32,I1,Si,Amarilla,NoLesion,Enferma,1
ARROZ,Verano,94,V1,Si,Verde,Circular,Enferma,1
ARROZ,Verano,103,V0,Si,Amarronada,Circular,NoEnferma,0
ARROZ,Otonio,85,O0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,46,P1,Si,Amarilla,Longitudinal,Enferma,1
MAIZ,Verano,90,V0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Invierno,34,I1,No,Rojiza,Longitudinal,Enferma,1
MAIZ,Otonio,119,O0,No,Amarronada,Ovalado,NoEnferma,0
ARROZ,Otonio,125,O0,No,Amarilla,NoLesion,NoEnferma,0
MAIZ,Primavera,90,P0,Si,Rojiza,Longitudinal,NoEnferma,0
ARROZ,Verano,106,V1,Si,Amarilla,Longitudinal,Enferma,1
ARROZ,Invierno,38,I0,Si,Amarilla,Circular,NoEnferma,0
MAIZ,Verano,90,V0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Verano,91,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Otonio,51,O0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,32,I1,No,Rojiza,Ovalado,Enferma,1
ARROZ,Otonio,116,O0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Otonio,114,O0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,103,V0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Primavera,46,P1,Si,Amarronada,Ovalado,Enferma,1
MAIZ,Otonio,123,O0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,96,V0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Otonio,103,O1,Si,Rojiza,Longitudinal,Enferma,1
MAIZ,Invierno,40,I0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Otonio,96,O1,Si,Rojiza,Ovalado,Enferma,1
ARROZ,Primavera,61,P0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Primavera,84,P0,Si,Rojiza,Ovalado,NoEnferma,0
ARROZ,Otonio,100,O1,Si,Verde,Circular,Enferma,1
ARROZ,Primavera,99,P1,Si,Rojiza,NoLesion,Enferma,1
ARROZ,Invierno,38,I0,No,Rojiza,NoLesion,NoEnferma,0
ARROZ,Primavera,53,P1,Si,Verde,Ovalado,Enferma,1
MAIZ,Invierno,34,I1,No,Amarronada,Ovalado,Enferma,1
ARROZ,Invierno,30,I0,No,Amarilla,Longitudinal,NoEnferma,0
MAIZ,Invierno,33,I1,No,Rojiza,Circular,Enferma,1
MAIZ,Otonio,97,O1,Si,Verde,Circular,Enferma,1
MAIZ,Verano,104,V1,No,Amarronada,Circular,Enferma,1
MAIZ,Verano,106,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,68,P0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Primavera,45,P0,Si,Rojiza,Longitudinal,NoEnferma,0
ARROZ,Invierno,40,I0,No,Verde,NoLesion,NoEnferma,0
ARROZ,Primavera,63,P0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,30,I1,No,Verde,Longitudinal,Enferma,1
MAIZ,Primavera,54,P1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Otonio,120,O0,No,Rojiza,NoLesion,NoEnferma,0
MAIZ,Invierno,35,I0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Otonio,94,O1,Si,Amarilla,Ovalado,Enferma,1
ARROZ,Invierno,30,I1,No,Rojiza,Longitudinal,Enferma,1
MAIZ,Invierno,33,I0,No,Rojiza,Ovalado,NoEnferma,0
MAIZ,Verano,94,V0,Si,Amarilla,Circular,NoEnferma,0
ARROZ,Otonio,75,O0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Primavera,69,P1,Si,Amarilla,NoLesion,Enferma,1
MAIZ,Verano,107,V1,No,Amarilla,Circular,Enferma,1
ARROZ,Invierno,37,I0,No,Amarilla,Ovalado,NoEnferma,0
MAIZ,Invierno,38,I1,No,Rojiza,Ovalado,Enferma,1
MAIZ,Invierno,35,I0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Otonio,112,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,95,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,93,P0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,90,V1,Si,Amarronada,Longitudinal,Enferma,1
MAIZ,Verano,103,V0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Verano,104,V0,Si,Amarilla,Ovalado,NoEnferma,0
MAIZ,Otonio,69,O1,No,Verde,Longitudinal,Enferma,1
ARROZ,Invierno,31,I0,Si,Amarronada,Ovalado,NoEnferma,0
MAIZ,Otonio,82,O0,No,Amarilla,NoLesion,NoEnferma,0
MAIZ,Verano,101,V1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Otonio,62,O0,No,Rojiza,NoLesion,NoEnferma,0
ARROZ,Otonio,76,O1,Si,Amarilla,NoLesion,Enferma,1
MAIZ,Otonio,65,O0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Verano,105,V1,Si,Verde,Longitudinal,Enferma,1
MAIZ,Verano,108,V0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Invierno,35,I1,Si,Amarilla,Ovalado,Enferma,1
MAIZ,Invierno,30,I0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Primavera,93,P0,Si,Verde,NoLesion,NoEnferma,0
ARROZ,Verano,105,V0,No,Amarronada,NoLesion,NoEnferma,0
MAIZ,Invierno,30,I0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,30,I1,No,Amarronada,Longitudinal,Enferma,1
MAIZ,Invierno,32,I1,No,Amarilla,Circular,Enferma,1
MAIZ,Primavera,93,P0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,39,I0,No,Amarilla,Ovalado,NoEnferma,0
MAIZ,Otonio,68,O0,Si,Amarronada,Ovalado,NoEnferma,0
MAIZ,Verano,103,V1,Si,Amarilla,Ovalado,Enferma,1
MAIZ,Invierno,34,I1,Si,Verde,Ovalado,Enferma,1
MAIZ,Verano,97,V0,Si,Verde,NoLesion,NoEnferma,0
ARROZ,Primavera,88,P0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Verano,99,V1,Si,Amarilla,Ovalado,Enferma,1
ARROZ,Otonio,69,O1,Si,Amarilla,Longitudinal,Enferma,1
MAIZ,Otonio,65,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,107,V0,Si,Amarronada,Ovalado,NoEnferma,0
MAIZ,Verano,107,V0,Si,Rojiza,Longitudinal,NoEnferma,0
MAIZ,Otonio,115,O0,Si,Verde,Longitudinal,NoEnferma,0
MAIZ,Verano,96,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,36,I1,Si,Verde,Circular,Enferma,1
ARROZ,Invierno,31,I0,No,Amarronada,Ovalado,NoEnferma,0
MAIZ,Invierno,34,I0,Si,Verde,Circular,NoEnferma,0
ARROZ,Invierno,35,I1,Si,Amarilla,Longitudinal,Enferma,1
ARROZ,Primavera,53,P0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,34,I1,Si,Amarilla,Circular,Enferma,1
ARROZ,Primavera,71,P0,Si,Verde,Ovalado,NoEnferma,0
MAIZ,Otonio,129,O0,No,Amarilla,Circular,NoEnferma,0
ARROZ,Verano,100,V1,Si,Amarilla,NoLesion,Enferma,1
ARROZ,Verano,94,V1,Si,Verde,NoLesion,Enferma,1
ARROZ,Primavera,82,P1,Si,Verde,Longitudinal,Enferma,1
MAIZ,Verano,90,V1,Si,Amarronada,Longitudinal,Enferma,1
ARROZ,Primavera,68,P1,Si,Verde,Circular,Enferma,1
MAIZ,Invierno,36,I1,Si,Amarilla,Ovalado,Enferma,1
ARROZ,Verano,93,V1,Si,Amarilla,Longitudinal,Enferma,1
MAIZ,Otonio,92,O0,No,Verde,NoLesion,NoEnferma,0
MAIZ,Primavera,63,P1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Verano,94,V0,Si,Rojiza,Ovalado,NoEnferma,0
MAIZ,Otonio,105,O1,Si,Verde,Circular,Enferma,1
MAIZ,Invierno,40,I1,No,Rojiza,Longitudinal,Enferma,1
MAIZ,Verano,105,V0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,108,V0,Si,Amarronada,Circular,NoEnferma,0
ARROZ,Invierno,37,I0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,94,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Otonio,103,O0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Verano,110,V0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Invierno,30,I1,No,Amarronada,Ovalado,Enferma,1
MAIZ,Otonio,40,O1,Si,Amarilla,Circular,Enferma,1
ARROZ,Primavera,77,P0,Si,Amarilla,Ovalado,NoEnferma,0
MAIZ,Verano,91,V0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Primavera,63,P1,No,Rojiza,Longitudinal,Enferma,1
MAIZ,Primavera,63,P1,Si,Verde,NoLesion,Enferma,1
MAIZ,Otonio,86,O1,Si,Amarronada,Ovalado,Enferma,1
ARROZ,Primavera,65,P0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,106,V1,Si,Verde,Longitudinal,Enferma,1
MAIZ,Verano,102,V0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Otonio,43,O0,No,Amarronada,Longitudinal,NoEnferma,0
ARROZ,Invierno,35,I1,No,Amarronada,Longitudinal,Enferma,1
MAIZ,Primavera,97,P1,Si,Verde,Ovalado,Enferma,1
ARROZ,Primavera,50,P0,Si,Rojiza,Ovalado,NoEnferma,0
MAIZ,Invierno,36,I0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,95,V1,Si,Amarronada,NoLesion,Enferma,1
MAIZ,Otonio,108,O0,Si,Amarilla,Ovalado,NoEnferma,0
MAIZ,Otonio,85,O1,Si,Amarronada,NoLesion,Enferma,1
MAIZ,Verano,100,V1,No,Rojiza,NoLesion,Enferma,1
ARROZ,Primavera,51,P0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Otonio,119,O1,Si,Verde,Ovalado,Enferma,1
ARROZ,Otonio,98,O1,Si,Amarronada,NoLesion,Enferma,1
MAIZ,Primavera,75,P1,Si,Amarilla,Ovalado,Enferma,1
MAIZ,Verano,92,V0,Si,Amarronada,Circular,NoEnferma,0
MAIZ,Otonio,105,O0,Si,Verde,Ovalado,NoEnferma,0
MAIZ,Invierno,32,I0,No,Amarronada,NoLesion,NoEnferma,0
ARROZ,Primavera,61,P1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Invierno,31,I0,No,Verde,NoLesion,NoEnferma,0
ARROZ,Verano,101,V1,Si,Amarilla,Circular,Enferma,1
MAIZ,Verano,101,V0,Si,Verde,Circular,NoEnferma,0
ARROZ,Invierno,38,I0,No,Rojiza,NoLesion,NoEnferma,0
MAIZ,Invierno,37,I1,Si,Amarilla,Ovalado,Enferma,1
ARROZ,Verano,103,V1,Si,Amarronada,Ovalado,Enferma,1
ARROZ,Verano,100,V0,No,Rojiza,NoLesion,NoEnferma,0
ARROZ,Otonio,107,O0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,107,V1,Si,Amarronada,Ovalado,Enferma,1
MAIZ,Verano,98,V1,Si,Amarronada,Circular,Enferma,1
MAIZ,Invierno,38,I1,Si,Amarronada,Circular,Enferma,1
MAIZ,Verano,105,V0,Si,Rojiza,Longitudinal,NoEnferma,0
MAIZ,Primavera,96,P1,Si,Amarilla,NoLesion,Enferma,1
MAIZ,Invierno,36,I1,Si,Amarronada,Longitudinal,Enferma,1
MAIZ,Otonio,73,O1,Si,Verde,Longitudinal,Enferma,1
ARROZ,Invierno,40,I0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Primavera,79,P1,Si,Amarronada,NoLesion,Enferma,1
MAIZ,Invierno,30,I1,No,Rojiza,Ovalado,Enferma,1
ARROZ,Verano,102,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,95,P1,Si,Rojiza,Longitudinal,Enferma,1
ARROZ,Verano,109,V1,Si,Rojiza,Circular,Enferma,1
ARROZ,Verano,97,V1,Si,Verde,Ovalado,Enferma,1
ARROZ,Verano,109,V1,Si,Amarilla,NoLesion,Enferma,1
MAIZ,Invierno,35,I0,Si,Rojiza,Ovalado,NoEnferma,0
MAIZ,Primavera,81,P0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Verano,101,V0,Si,Amarronada,Circular,NoEnferma,0
MAIZ,Otonio,97,O1,Si,Amarronada,Ovalado,Enferma,1
ARROZ,Otonio,69,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,107,V1,Si,Rojiza,Ovalado,Enferma,1
ARROZ,Verano,91,V0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Verano,103,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,91,V1,Si,Rojiza,Circular,Enferma,1
ARROZ,Otonio,37,O1,Si,Amarilla,Circular,Enferma,1
ARROZ,Verano,94,V1,Si,Rojiza,Ovalado,Enferma,1
MAIZ,Invierno,32,I1,No,Verde,NoLesion,Enferma,1
ARROZ,Otonio,110,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,92,V1,Si,Amarronada,Longitudinal,Enferma,1
MAIZ,Otonio,45,O0,No,Amarilla,Circular,NoEnferma,0
MAIZ,Verano,103,V0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Verano,107,V0,Si,Amarilla,Circular,NoEnferma,0
ARROZ,Verano,104,V0,No,Rojiza,Circular,NoEnferma,0
ARROZ,Otonio,98,O1,Si,Amarronada,Longitudinal,Enferma,1
ARROZ,Verano,90,V1,Si,Amarronada,Longitudinal,Enferma,1
ARROZ,Verano,93,V0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,39,I1,No,Amarilla,Ovalado,Enferma,1
ARROZ,Invierno,38,I1,No,Verde,Circular,Enferma,1
ARROZ,Invierno,36,I0,No,Verde,Longitudinal,NoEnferma,0
MAIZ,Verano,100,V0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,33,I1,No,Amarronada,Ovalado,Enferma,1
ARROZ,Invierno,38,I0,Si,Verde,Longitudinal,NoEnferma,0
MAIZ,Invierno,37,I1,No,Verde,Circular,Enferma,1
ARROZ,Primavera,67,P0,No,Amarilla,Longitudinal,NoEnferma,0
MAIZ,Invierno,33,I0,No,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,103,V0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Primavera,92,P0,Si,Verde,NoLesion,NoEnferma,0
ARROZ,Verano,105,V0,Si,Amarilla,Ovalado,NoEnferma,0
ARROZ,Otonio,74,O1,Si,Amarilla,Longitudinal,Enferma,1
ARROZ,Primavera,66,P1,Si,Rojiza,Circular,Enferma,1
ARROZ,Otonio,55,O1,Si,Verde,Circular,Enferma,1
ARROZ,Invierno,40,I1,Si,Rojiza,NoLesion,Enferma,1
MAIZ,Primavera,57,P1,Si,Amarronada,Circular,Enferma,1
MAIZ,Otonio,41,O1,Si,Amarronada,Circular,Enferma,1
MAIZ,Otonio,109,O1,Si,Rojiza,Ovalado,Enferma,1
ARROZ,Invierno,36,I0,No,Rojiza,Ovalado,NoEnferma,0
MAIZ,Primavera,61,P0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Invierno,37,I0,No,Amarronada,Circular,NoEnferma,0
ARROZ,Primavera,95,P1,Si,Verde,NoLesion,Enferma,1
MAIZ,Invierno,35,I0,Si,Amarilla,Longitudinal,NoEnferma,0
MAIZ,Invierno,32,I0,No,Amarronada,NoLesion,NoEnferma,0
ARROZ,Invierno,31,I0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,74,P0,Si,Amarronada,NoLesion,NoEnferma,0
MAIZ,Primavera,87,P0,No,Amarronada,NoLesion,NoEnferma,0
MAIZ,Verano,108,V1,Si,Amarilla,Circular,Enferma,1
ARROZ,Otonio,123,O0,No,Verde,NoLesion,NoEnferma,0
MAIZ,Verano,94,V1,Si,Rojiza,NoLesion,Enferma,1
ARROZ,Verano,106,V0,Si,Amarronada,Longitudinal,NoEnferma,0
MAIZ,Verano,95,V0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Verano,95,V1,Si,Amarronada,Longitudinal,Enferma,1
ARROZ,Otonio,69,O1,No,Verde,Circular,Enferma,1
MAIZ,Invierno,39,I0,No,Amarronada,NoLesion,NoEnferma,0
ARROZ,Primavera,100,P0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Primavera,91,P1,Si,Rojiza,NoLesion,Enferma,1
ARROZ,Otonio,97,O1,Si,Amarronada,Circular,Enferma,1
ARROZ,Otonio,52,O0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Verano,99,V1,Si,Amarilla,Ovalado,Enferma,1
MAIZ,Invierno,31,I1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Otonio,36,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Verano,91,V1,Si,Amarronada,Longitudinal,Enferma,1
MAIZ,Otonio,36,O1,Si,Amarronada,Ovalado,Enferma,1
ARROZ,Verano,92,V0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Invierno,40,I0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Primavera,62,P1,Si,Amarronada,Ovalado,Enferma,1
MAIZ,Verano,100,V1,Si,Rojiza,Longitudinal,Enferma,1
ARROZ,Invierno,40,I1,Si,Amarronada,Ovalado,Enferma,1
ARROZ,Primavera,73,P0,Si,Amarilla,Ovalado,NoEnferma,0
MAIZ,Otonio,65,O0,No,Amarronada,NoLesion,NoEnferma,0
MAIZ,Otonio,48,O0,Si,Amarilla,NoLesion,NoEnferma,0
ARROZ,Invierno,32,I0,No,Rojiza,NoLesion,NoEnferma,0
MAIZ,Invierno,36,I0,Si,Rojiza,NoLesion,NoEnferma,0
ARROZ,Invierno,34,I0,No,Amarilla,NoLesion,NoEnferma,0
ARROZ,Primavera,62,P1,Si,Rojiza,Ovalado,Enferma,1
ARROZ,Primavera,69,P0,Si,Rojiza,Circular,NoEnferma,0
MAIZ,Otonio,108,O1,Si,Amarilla,Longitudinal,Enferma,1
ARROZ,Otonio,128,O0,No,Verde,NoLesion,NoEnferma,0
ARROZ,Primavera,83,P0,Si,Amarronada,NoLesion,NoEnferma,0
ARROZ,Otonio,70,O1,Si,Amarronada,NoLesion,Enferma,1
ARROZ,Invierno,36,I0,Si,Rojiza,NoLesion,NoEnferma,0
MAIZ,Primavera,83,P0,Si,Verde,NoLesion,NoEnferma,0
MAIZ,Verano,95,V1,Si,Amarilla,Ovalado,Enferma,1
MAIZ,Primavera,60,P0,No,Amarronada,NoLesion,NoEnferma,0
MAIZ,Primavera,51,P1,Si,Rojiza,Longitudinal,Enferma,1
ARROZ,Primavera,53,P1,Si,Verde,NoLesion,Enferma,1
ARROZ,Otonio,125,O0,No,Verde,Longitudinal,NoEnferma,0
ARROZ,Verano,95,V1,Si,Amarilla,Circular,Enferma,1
MAIZ,Invierno,30,I1,Si,Verde,NoLesion,Enferma,1
ARROZ,Verano,96,V1,No,Amarilla,Ovalado,Enferma,1
ARROZ,Primavera,97,P1,No,Amarronada,Longitudinal,Enferma,1
MAIZ,Verano,109,V0,Si,Amarronada,Circular,NoEnferma,0
ARROZ,Verano,100,V0,Si,Amarilla,NoLesion,NoEnferma,0
MAIZ,Verano,98,V1,Si,Verde,Circular,Enferma,1
ARROZ,Otonio,109,O1,Si,Amarronada,NoLesion,Enferma,1
MAIZ,Primavera,55,P1,Si,Verde,Longitudinal,Enferma,1
ARROZ,Primavera,77,P1,Si,Verde,NoLesion,Enferma,1
